smiles,qed,sas,weight,logP,gsk3b,jnk3
c1c(cc(cc1)NC(=O)C1CC1)C1=C(c2cccc(C)c2)C(=O)NC1=O,0.83604645,2.175187129,346.386,2.91072,-9.1,-8.1
Fc1ccc(C2C(=O)NC(=O)C=2c2ccnc(NC3CCOCC3)c2)cc1,0.81135624,2.535260281,367.38,2.3788,-9,-9
c12ccccc1C1=C(C2=O)C(NC1=O)=Nc1cc(ccc1)F,0.581836656,2.927767313,292.269,1.86018,-9.2,-8.8
Oc1cc(cc(c1)OC)C1=C(C(NC1=O)=O)c1ccc(cc1)C,0.852951931,2.261938571,309.321,2.27642,-8,-8.2
c1(-n2c(ccc3c(NC4CCOCC4)nccc23)=O)c(cccc1)F,0.796534441,2.405513618,339.37,3.1157,-8.2,-8.5
c1c(cc(C2=C(C(=O)NC2=O)c2cccc(c2)NC2CCCC2)cc1)Cl,0.794636475,2.285904566,366.848,4.2617,-9,-8.9
N(C1C(=O)NC(=O)C=1c1ccc(-n2cc(I)cn2)cc1)C1CCOCC1,0.530979583,2.846179028,464.263,1.613,-8.4,-8.5
O=C1C(c2cn(c3c2cc(cc3)Cl)C)=C(C(N1)=O)c1cnccc1,0.731285251,2.465058822,337.766,2.7939,-8.7,-8.3
C1OCCC(Nc2n[nH]c3cc(ccc32)-c2ccncc2)C1,0.778311456,2.407338742,294.358,3.2158,-7.9,-8
C1(=O)NC(=O)C(=C1c1cc(ncc1)NC1CCCC1)c1cc(F)ccc1,0.830425976,2.456118105,351.381,3.1424,-9.2,-8.6
N(C(C1CC1)=O)c1cc(-c2scc(C(=O)OC)n2)c2ccccc2n1,0.726222691,2.265515592,353.403,3.4934,-8.3,-7.8
C(#N)c1c(c(C2C(NC(C=2c2cccc(C(N)=O)c2)=O)=O)ccc1)F,0.824543109,2.51868535,335.294,1.36348,-9.1,-9
c1ccc(cc1)Nc1nccc(-c2ccnc(c2)NC(NC2CCCC2)=O)c1,0.591060099,2.189611808,373.46,4.9513,-9.3,-8.7
c1(C2C(NC(=O)C=2c2ccnc(NCC3CCOCC3)c2)=O)ccc(cc1)F,0.778613019,2.564246861,381.407,2.6264,-8.7,-8.6
c1(=O)n(C)c2c(cc(F)c(F)c2)cc1C1=C(C(NC1=O)=O)c1cccc(NC2CCOCC2)c1,0.578697051,2.846688785,465.456,2.9748,-10.6,-9.1
n1c(NC2CCOCC2)cc(C2=C(c3c(F)cccc3F)C(NC2=O)=O)cc1,0.790955113,2.713129275,385.37,2.5179,-9,-9
C1(c2cc(ncc2)NC2CCCC2)=C(c2ccc(Cl)cc2)C(NC1=O)=O,0.808919745,2.395863336,367.836,3.6567,-8.7,-8.5
c1(Cl)cc2ncc(c(O)c2cc1)CN1CCN(CC1)C(=O)C,0.922212648,2.262937501,319.792,2.2579,-7.7,-7.5
OCC1OC(C(O)C1)CNc1cc(ccn1)C1=C(c2ccc(F)c(F)c2)C(=O)NC1=O,0.500659402,3.794849368,431.395,0.8496,-9.4,-9.1
c1(C2=C(c3ccccc3F)C(NC2=O)=O)ccnc(c1)NC1CCCCC1,0.813387824,2.442153772,365.408,3.5325,-9.3,-9
C1(C(C(OC1)C(=O)NC1CCCC1)O)Nc1nc2cc(F)cc(F)c2s1,0.75380306,3.844584904,383.42,2.1735,-8.8,-8.3
c1(C2C(NC(=O)C=2c2ccc(F)cc2)=O)cc(ncc1)NC1CCOCC1,0.81135624,2.535260281,367.38,2.3788,-9.1,-8.8
c1(cc2c(n(c3c2cc(C)cc3)C)cc1OC)NC(=O)C,0.779997249,2.05339561,282.343,3.60692,-8.2,-8.1
c1(cccc(C2C(NC(C=2Nc2ccc(F)cc2)=O)=O)c1)Cl,0.85596987,2.157385144,316.719,2.9587,-8.1,-7.6
c1cc(ncc1C1C(NC(=O)C=1c1ccc(cc1)F)=O)NCC1CCCN1,0.704835042,3.048063944,366.396,1.9518,-8.7,-8.3
c1nc(NC(C)C)nc(c1C1C(=O)NC(=O)C=1c1cccc(c1)Cl)C1CCOCC1,0.711468012,2.835573037,426.904,3.4115,-8.6,-7.4
c1nc(NC2CCC(CC2)N)cc(-c2c(cncc2)F)c1,0.910212683,2.431606042,286.354,2.9645,-7.9,-7.3
C1(C(=O)NC(C=1c1ccc(F)cc1)=O)c1ccc(OC)c(c1)OC,0.876067301,2.068617879,327.311,2.4101,-8,-7.8
c1c2c(nn(c2ncc1-c1cn(C)nc1)C)C(=O)NC1CCOCC1,0.775963765,2.621668544,340.387,1.2776,-8.2,-7.8
c1(n(C)c2c(cn1)ccc(-c1ccccc1)n2)=O,0.649981828,2.120343237,237.262,1.9955,-7.6,-7.9
c1(c(cc(OC)cc1)OC)C1=C(C(NC1=O)=O)c1cc(NC(=O)C)ncc1,0.778097637,2.414565346,367.361,1.6244,-9.2,-7.9
c1cc(OC)cc(c1)C1C(NC(C=1c1cn(c2c1ccc(OC)c2)C)=O)=O,0.724833369,2.360618472,362.385,2.7627,-8.4,-8.4
c12nc([nH]c1c(nc(n2)C(N)=O)NC1CCCCC1)-c1ccccc1,0.678437238,2.520510667,336.399,2.8634,-9,-8.1
C1(CC1)(C(=O)NCC)c1cc(NC(=O)C2CC2)ncc1,0.855645307,2.424282509,273.336,1.5978,-7.2,-6.8
C1CCC(C(=O)Nc2cc(ccn2)C2C(NC(C=2c2ccc(F)cc2)=O)=O)C1,0.799825333,2.372155622,379.391,2.9166,-9.3,-9.2
c1c(Cl)ccc(C2=C(C(NC2=O)=O)c2ccc(cc2)Cl)c1OC,0.863166663,2.127405879,348.185,3.5692,-7.8,-7.4
c1c(NC2CCN(CC2)C)cc(cn1)C1=C(C(NC1=O)=O)c1ccccc1,0.815578809,2.498910577,362.433,2.1549,-8.7,-8.9
c1(cc(NC2CCCC2)ncc1)C1=C(C(=O)NC1=O)c1cccc(c1)OC,0.798456144,2.426596376,363.417,3.0119,-9.1,-8.4
c1c([nH]nc1-c1ccnc(Nc2ccccc2)c1)-c1cc[nH]n1,0.537636558,2.743291612,302.341,3.6054,-8.5,-7.8
c1c(cc(NC2CCC(CC2)O)nc1)-c1cccc(c1)Nc1ccc(cc1)F,0.561190542,2.212593473,377.463,5.3467,-9.9,-9.3
C1CC(Nc2nccc(-c3n(c([nH]n3)=O)-c3cc4ccccc4cc3)c2)CCO1,0.560847365,2.543330396,387.443,3.3667,-9.6,-9.8
c1(cnc2[nH]nc(c2c1)NC(CC)=O)-c1cc(NC(=O)CC)ncc1,0.661867284,2.546672471,338.371,2.7169,-8.5,-8.3
c1(cc2c(CCN(C2)C2CCOCC2)nn1)NC(=O)Cc1cccc(Cl)c1,0.874670609,2.622314862,386.883,2.8483,-9.1,-8.2
N1CCCCC=1c1n[nH]c(n1-c1cc2ccccc2cc1)=O,0.788990258,2.574268683,292.342,2.6868,-8.3,-8.4
n1c(cc(c2cc(NC(=O)C3CC3)ncc21)-c1ccc(F)cc1)NC1CCCC1,0.633066816,2.399339097,390.462,5.1389,-9.3,-8.2
c1ccc(cc1C1C(NC(C=1c1cn(c2c1cccc2)C)=O)=O)Br,0.691170916,2.326460858,381.229,3.508,-8.6,-8.2
c1(sc(-c2ccnc(c2)NC2CCC2)nn1)NC(=O)C1CC1,0.886561488,2.333635445,315.402,2.913,-7.6,-7.2
C1(c2c(CC)c3c(OC)cc(cc3[nH]c2=O)OC)C(=O)NC(C=1C)=O,0.821559755,2.843057797,342.351,1.5376,-7.8,-7.9
C1C(CCN(c2ncc3c(n(C(C)C)c(c4c3cccc4)=O)n2)C1)OC,0.677877757,2.476804957,352.438,3.1408,-8.8,-8.8
c1(ccccc1)Nc1nccc(-c2cc(ncc2)Nc2ccccc2F)c1,0.476514629,2.073165577,356.404,5.7699,-9.4,-8.8
n1(c2CCCc2c(-c2ccnc(NC3CCOCC3)c2)n1)-c1ccc2c(c1)ccc(c2)Cl,0.43053118,2.655808706,444.966,5.8205,-10.3,-9.8
c1(C2=C(c3cc(NC(C4CC4)=O)ncc3)C(=O)NC2=O)sccc1,0.834733854,2.556624659,339.376,2.0588,-8.7,-7.8
c1cc(OC)c(c(OC)c1)C1=C(C(NC1=O)=O)c1cc(NC=O)ncc1,0.597608963,2.689712103,353.334,1.2343,-7.9,-6.9
c12ccc(=O)n(C3CCCC3)c2cc(-c2cc(ncc2)Nc2ccccc2)cc1,0.477035262,2.276381379,381.479,5.9222,-9.9,-9.9
C1(C(=C(c2cc(NC3CCCC3)ncc2)C(N1)=O)c1c(Cl)c(ccc1)Cl)=O,0.748155491,2.541089199,402.281,4.3101,-8.7,-9
Clc1ccc(c(c1)-c1n(c([nH]n1)=O)-c1ccc2c(c1)cccc2)Cl,0.566625765,2.175739159,356.212,4.6876,-8.9,-8.8
c1(-c2cc(NC(C3CC3)=O)ncc2)ncc(C(NC2CCOCC2)=O)cc1,0.847534686,2.306326554,366.421,2.4009,-8.9,-8.2
C(C)CC(=O)NC1CCC(CC1)Nc1ncc2c(n1)-c1ccc(Cl)cc1C2,0.686194148,2.482999926,384.911,4.3406,-8.5,-8.1
Fc1ccc(Nc2nccc(-c3ccc(C(N)=O)cc3)c2)cc1,0.771421973,1.835476836,307.328,3.7302,-8.4,-8.8
C1(C)C(C(Nc2nccc(c2)-c2ccc3c(c2)cccc3)=O)CCOC1,0.758836027,3.032207705,346.43,4.5129,-9.8,-9
c1(cc(C)cc2c1ccn2CCN1CCC(NC(=O)C=C)CC1)C,0.858150032,2.453161311,325.456,3.02474,-8.2,-8.1
c1cc(ccc1)C1=C(C(NC1=O)=O)C(Nc1ccc(cc1)F)=O,0.671152129,2.088057406,310.284,1.8744,-8.3,-8.1
n1ccc(cc1NC1CCOCC1)C1=C(C(=O)NC1=O)c1ccc(cc1)Cl,0.793382813,2.530676849,383.835,2.8931,-8.9,-9
S1CCCC1C(Nc1cc(C2C(=O)NC(=O)C=2c2cccc(c2)Cl)ccn1)=O,0.751604647,3.178166193,413.886,3.1363,-9.2,-9.1
c1(nccnc1)C1C(=O)NC(C=1c1cc(NC2COCC2)ncc1)=O,0.788604432,3.307313422,337.339,0.6396,-8.8,-7.9
c1cc(C2=C(C(NC2=O)=O)c2ccnc(c2)NC2CCC2)cc(c1)Cl,0.827499606,2.448275071,353.809,3.2666,-8.7,-8
c1(C2=C(C(NC2=O)=O)c2ccnc(NC3CCOCC3)c2)ccc(F)cc1,0.81135624,2.535260281,367.38,2.3788,-9,-8.9
c1(F)ccc(cc1)Nc1nccc(-c2ccnc(NC3CCC(O)CC3)c2)c1,0.598105325,2.355225744,378.451,4.7417,-9.5,-8.7
c1c(cc(NC2C(NC(C=2c2cc(ncc2)NC2CCC2)=O)=O)cc1)F,0.720843402,2.534977514,352.369,2.6647,-8.9,-8.3
c1(C(N)=O)cc2c(cc1)[nH]nc2C=C1C(NC(NC1=O)=O)=O,0.432031985,2.758671655,299.246,-0.5888,-8.8,-8.8
O=C1C(Nc2ccc(cc2)F)=C(Cl)C(=O)N1,0.767418512,2.349885189,240.621,1.3444,-6.7,-6.7
c1(ccccc1)C1=C(c2cc(NC3CCOCC3)ncc2)C(NC1=O)=O,0.827718733,2.476063902,349.39,2.2397,-8.8,-8.5
c1(ccnc(NC2CCCC2)c1)C1=C(C(=O)NC1=O)c1ccc(cc1)Cl,0.808919745,2.395863336,367.836,3.6567,-9,-8.9
Cc1c2cc(-n3c(n[nH]c3=O)-c3ccnc(NC4CCOCC4)c3)ccc2[nH]n1,0.492265115,2.873786188,391.435,2.39822,-9.5,-9.2
c1ccc(cc1Cl)C1=C(C(NC1=O)=O)Nc1cccc(c1)Cl,0.845852495,2.209908965,333.174,3.473,-8.1,-7.9
c1(C2=C(C(=O)NC2=O)c2ccc3c(ccc(Cl)c3)c2)ccncc1,0.730111329,2.277837486,334.762,3.4554,-8.7,-8.8
n1ncn(c1)CCCN1CCC(CC1)c1nc(no1)-c1ccc(cc1)Cl,0.660916994,2.517584335,372.86,3.2512,-8.4,-7.8
c1(c(c(ccc1)Cl)C1C(=O)NC(C=1c1ccnc(NC2CCOCC2)c1)=O)Cl,0.742939941,2.675540429,418.28,3.5465,-8.6,-9
c1c(n[nH]c1)C(=O)NC1CCCC1,0.713378929,2.605358373,179.223,1.0821,-5.9,-5.6
C1(N=C(c2c(nccc2)NC2CCc3c(cnc(N4CCOCC4)c3)C2)O)CCOCC1,0.548886662,3.524527323,437.544,2.7662,-9.4,-8.7
C1(=C(c2cc(ncc2)NC2CCOCC2)C(=O)NC1=O)c1cc(ccc1)Br,0.732489739,2.626037796,428.286,3.0022,-9.1,-9
c1c(ccc(c1)C1=C(C(=O)NC1=O)c1ccnc(NC2CCCCC2)c1)F,0.813387824,2.407270341,365.408,3.5325,-9.5,-9.1
c1cc2c(NC3CCN(CC3)C(NC(C)C)=O)nnc(c2cc1)Nc1ccc(cc1)Cl,0.520565447,2.36301468,438.963,5.0211,-9.6,-8.7
c1(ccc(C2C(=O)NC(=O)C=2c2ccnc(c2)NC2CCC2)cc1)Cl,0.827499606,2.394331626,353.809,3.2666,-8.5,-8.2
C1(CCCC1)NC(=O)c1cc(C2C3C2CN(CC3)C(=O)NC2CCC2)cnc1,0.840469534,3.523423943,382.508,3.0514,-9.4,-8.3
c1cc(ccc1C1C(NC(C=1c1cc2cc(Cl)ccc2[nH]1)=O)=O)F,0.70100851,2.388666741,340.741,3.5276,-8.4,-9
c1c2c(OCC(=O)N2)cc(Cl)c1C1C(=O)NC(C=1c1ccc(cc1)Cl)=O,0.774136424,2.57101263,389.194,2.8915,-8.9,-8.8
c1c(cccc1C)C1=C(c2cn(CCCC)c3c2ccc(c3)Cl)C(NC1=O)=O,0.622983962,2.43538807,392.886,4.97042,-8.7,-8
c12c(cc(-c3ccnc(c3)NC3CCC3)cc2)c(n[nH]1)NC1CCOCC1,0.633992631,2.599056346,363.465,4.1802,-9.2,-9.4
c1(c(Cl)cc(cc1)Cl)-n1c([nH]nc1-c1ccnc(NC2CCCC2)c1)=O,0.697260563,2.480564874,390.274,4.2839,-8.8,-8.6
C(=O)(c1c(ncc(C2=C(C(NC2=O)=O)c2cccc(F)c2)c1)O)N,0.712266565,2.713545391,327.271,0.5924,-8.4,-8.2
c1(NC)nc(C2C(=O)NC(=O)C=2c2ccccc2)ccn1,0.822055064,2.404599005,280.287,1.0855,-7.8,-7.5
O(c1cc2CCC(Nc2cc1OC)=O)C(C)CCC,0.887367064,2.750939823,263.337,3.1473,-6.4,-6.6
c1(cnc(NC2CCCCC2)c2c1cc(-c1ccccc1)s2)C(=O)N,0.708794357,2.439080109,351.475,4.8068,-8.7,-8.3
c1c(c(ccc1)OC)-c1cc2c(c(NC(C)C)n1)cccc2,0.754472552,1.963828852,292.382,4.7307,-7.8,-7.7
c1c(ccc(c1)C1C(NC(C=1c1cc(Cl)ccc1)=O)=O)F,0.866674616,2.053511939,301.704,3.0463,-8.2,-7.5
c1(F)ccc(C2=C(c3cc(ncc3)NC3CCCC3)C(NC2=O)=O)cc1F,0.811721282,2.519884803,369.371,3.2815,-9.3,-9.1
CCCC(=O)N1C(CCC1)c1[nH]nc(c1)-c1ccnc(c1)NC(C)C,0.838902285,3.099157991,341.459,3.7556,-7.9,-7.5
c1ccc(cn1)C1C(=O)NC(=O)C=1c1cn(C)c2ccccc21,0.737741706,2.363539773,303.321,2.1405,-8.5,-8.4
c1c(ccc2c1OC(C)CC2NC(=O)NC)-c1cccnc1,0.895609274,3.123113226,297.358,2.8897,-8.3,-8
c1cc(C#N)ccc1-c1c2c(ccc(c2)NC2CCOCC2)[nH]n1,0.772133049,2.368713194,318.38,3.69248,-9,-8.6
c1c(nccc1-c1cnc2[nH]nc(c2c1)NC1CCCCC1)NC1CCC1,0.611470648,2.620220193,362.481,4.7289,-9.2,-9.5
c1c(cc2OCOc2c1)Nc1nc(-c2cc(NC3CCCCC3)ncc2)cs1,0.602007428,2.40033172,394.5,5.422,-9.2,-8.5
c1c(nc(NC2CCOCC2)nc1-c1ccc(F)cc1)C1CCN(C(=O)C)CC1,0.852403821,2.472575361,398.482,3.5995,-10,-8.3
c1cc(F)ccc1C1C(NC(C=1c1ccc(F)cc1)=O)=O,0.861840499,1.960878592,285.249,2.532,-8.2,-7.6
c1cc(cc(c1C(N)=O)F)C1Nc2ccccc2C=1,0.725030374,2.008928431,254.264,3.0729,-8,-7.9
c1c(C#N)ncc(C2C(NC(C=2c2ccc(F)cc2)=O)=O)c1,0.853550597,2.451729809,293.257,1.65958,-8,-7.8
OC(CCCCNc1nccc(c1)-c1sc(n(-c2ccc3OCCOc3c2)c1)=O)=O,0.531255389,2.810416738,427.482,3.399,-8.2,-7.9
O=C1C(=C(C(N1)=O)c1cccc(C(N)=O)c1)c1ccc(cc1)Cl,0.845401601,2.127174388,326.739,2.0061,-8.9,-8.3
C1(=O)C(=C(c2ccccc2)C(N1)=O)c1ccnc(NC2CCCC2)c1,0.843948257,2.337633323,333.391,3.0033,-8.7,-8.7
c1(F)ccc(C2=C(c3cc(ncc3)NC3CCC3)C(NC2=O)=O)cc1,0.841806812,2.399366946,337.354,2.7523,-8.7,-8.4
c1c(c(NC2CCN(CC2)CCC(=O)N)ncc1)C1CCCCC=1,0.842181331,2.524359397,328.46,2.7907,-7.6,-7.7
C1CC1CN1CCC(CC1)NC(c1cc(-c2ccc(F)cc2)ncc1Cl)=O,0.837951647,2.169873814,387.886,4.1453,-8.6,-8.2
n1c(c2cc(ccc2[nH]1)-c1ccncc1)NC(=O)CCC,0.769418044,2.186186369,280.331,3.3635,-8.1,-7.8
n1ccc(NC2CCC2)cc1C1=C(c2cc(ncc2)Nc2ccccc2)C(=O)NC1=O,0.534837289,2.641231396,411.465,3.7518,-9.2,-8.7
n1ccc(cc1NC1CCC(NC(NC2CCOCC2)=O)CC1)-c1ccn(n1)C,0.720068621,2.643933519,398.511,2.6834,-9,-8.5
C1C(CNC(=O)C)CCC(C1)Nc1ncc2c(=O)c(cn(C(C)C)c2n1)C(=O)NCC,0.622398857,2.719065958,428.537,2.2289,-8.2,-8.2
O(C)c1cc(C2=C(C(NC2=O)=O)c2ccccc2)ccc1OC,0.880044342,1.993692672,309.321,2.271,-7.9,-7.8
c1(C2C(NC(=O)C=2c2ccnc(NC3CCC3)c2)=O)cccc(c1)Cl,0.827499606,2.448275071,353.809,3.2666,-8.7,-8.2
O=C1C(c2ccccc2F)=C(C(N1)=O)c1nc(cs1)C(C)(C)C,0.860697962,2.572150762,330.384,3.1469,-8.3,-7.4
C1C(C1)c1cc(NC2C(NC(=O)C=2c2ccc(c(Cl)c2)Cl)=O)ncc1,0.800190662,2.628568599,374.227,3.7454,-8,-7.8
N1C(C(=C(C1=O)c1cc(CN2CCCCC2)ccc1)c1ccc(cc1)O)=O,0.820764701,2.229760873,362.429,2.9453,-9,-9.6
c1c2[nH]nc(-c3cc(NC4CCCC4)ncc3)c2c(cc1)C,0.756932484,2.385775665,292.386,4.28782,-8.3,-8.6
c1c(ccc(Nc2ccc(cc2)F)c1)C1=C(c2cc3OCOc3cc2)C(NC1=O)=O,0.648318917,2.30776634,402.381,3.8652,-9.3,-8.7
O=C(C=Cc1cccc(OC)c1)Nc1n[nH]c2ncc(cc21)Cl,0.720257739,2.397047465,328.759,3.2718,-8.2,-7.8
c1nc2[nH]nc(NC3CCCC3)c2c(n1)NC1CCCC1,0.804775709,2.634083181,286.383,3.0619,-7.6,-7.4
C1(CCC(OC)CC1)NC(=O)CCC(Nc1nccc(-c2ccnc(c2)Nc2ccc(cc2)F)c1)C,0.338165424,3.070841393,491.611,5.6807,-8.8,-8
c1c(C2=C(C(=O)NC2=O)c2ccnc(NC3CCOCC3)c2)ccc(c1)OC,0.774833116,2.510002416,379.416,2.2483,-9.2,-9
c1ccc2c(n(-c3cc4c(cc3)cccc4)c([nH]c2c1)=O)=O,0.585308634,1.861014223,288.306,2.8322,-8.8,-9
C1OCCC(C1)Nc1nccc(-c2n[nH]c(n2-c2ccc3OCCOc3c2)=O)c1,0.696205872,2.70755544,395.419,1.9847,-9.5,-9.4
C1CCCC1Nc1cc(C2=C(c3ccc(Cl)cc3)C(NC2=O)=O)ccn1,0.808919745,2.395863336,367.836,3.6567,-9,-8.7
c1ccc(F)c(F)c1C1C(NC(=O)C=1c1ccnc(c1)NC(C)C)=O,0.837683902,2.612945551,343.333,2.7473,-8.3,-8.1
c1(ccc(F)cc1)C1=C(c2ccnc(NC3CCCC3)c2)C(=O)NC1=O,0.830425976,2.400630105,351.381,3.1424,-8.9,-8.7
c1c(NC2CCC2)nccc1C1C(NC(C=1c1ccc(cc1)Cl)=O)=O,0.827499606,2.394331626,353.809,3.2666,-8.5,-8.3
c1(nc(C)nc(C)c1)NC1CCC(NC(=O)NC2CCC2)CC1,0.797514844,2.353409359,317.437,2.66824,-7.8,-7.4
c1c(cc(N2CCOCC2)cc1C1=C(C(=O)NC1=O)c1ccccc1Cl)F,0.824010951,2.420931556,386.81,2.8829,-9,-9.2
C1(c2cc(NC3CCCCC3)ncc2)=C(c2ccnc(NC3CCOCC3)c2)C(NC1=O)=O,0.583176359,2.839290213,447.539,3.3793,-10.4,-9.1
n1c2[nH]nc(NC3CCOCC3)c2ccc1-c1ccccc1Cl,0.765812326,2.479587511,328.803,3.8692,-8.5,-8.3
O=C1C(=C(C(N1)=O)c1cc(NCCO)ncc1)c1ccc(C#N)cc1,0.700629948,2.549679622,334.335,0.92468,-8.2,-8
c1(cnc(cc1)NC1CCCC1)C1=C(c2cc(ccc2)F)C(NC1=O)=O,0.830425976,2.440447951,351.381,3.1424,-9,-8.4
C1CC1c1nccc(C2=C(c3ccnc(c3)Nc3ccccc3C)C(NC2=O)=O)c1,0.637687576,2.62936634,396.45,3.97322,-10.2,-9.2
C(c1cc(ncc1)NC1CCCC1)(=O)Nc1cncc(C2CC2)c1,0.874131287,2.285012804,322.412,3.9608,-8.4,-7.8
c1c(Nc2nccc(c2)C2C(NC(=O)C=2c2cc(ccc2)F)=O)cccc1,0.699326077,2.289144897,359.36,3.5315,-9.5,-9.2
c1(-n2c(-c3ccnc(n3)NC3CCOCC3)n[nH]c2=O)cc(ccc1)F,0.739061767,2.618273012,356.361,1.7476,-9.1,-8.4
c1cnn(c1)Cc1cc(C2=C(c3ccc(F)cc3)C(NC2=O)=O)ccc1,0.738164521,2.314628874,347.349,2.6377,-8.6,-8.3
c1(nccc(C2C(NC(=O)C=2c2ccccc2F)=O)c1)NC1CCOCC1,0.81135624,2.570143713,367.38,2.3788,-9,-8.9
c1cnc(cn1)C1=C(c2ccc(F)cc2)C(NC1=O)=O,0.83095818,2.384774905,269.235,1.1829,-7.7,-7.3
CCC(=O)Nc1cc(-c2cccnc2)nc(n1)N(C)C1CCOCC1,0.899910644,2.589287775,341.415,2.5023,-8,-7.8
c1(cc(ncc1)NC1CCN(CC1)C(=O)NC(C)C)-c1ccncc1,0.897684841,2.289970467,339.443,3.1379,-9.1,-7.4
c1c2c(c(n[nH]2)NC(CCC)=O)cc(c1)Cl,0.862393524,2.099914629,237.69,2.9549,-6.8,-6.5
C1C(CCOC1)Nc1scc(-c2cc(ncc2)NC(C)c2ncccc2)n1,0.660790992,3.01271884,381.505,4.3641,-8.3,-8.1
C(=O)(O)c1c2ccc(F)cc2n(C)c1CCC,0.888207708,2.241976615,235.258,2.9681,-6.5,-6.8
C1CCC1(NC(=O)NC1CCCC1)Cc1cc(NC(C)=O)ncc1,0.776071303,2.517997962,330.432,2.747,-7.6,-7.5
c1c(ccnc1)C1C(=O)NC(=O)C=1c1ccnc(NC2CCCC2)c1,0.838947428,2.520635852,334.379,2.3983,-8.9,-8.1
c1(C2C(=O)NC(C=2c2ccnc(c2)NCCO)=O)ccc(O)cc1,0.603983766,2.489426017,325.324,0.7586,-8.1,-7.6
c1(O)c(cc(C2C(=O)NC(=O)C=2c2ccnc(NC3CCOCC3)c2)cc1)Cl,0.683118891,2.707921391,399.834,2.5987,-9.4,-9.2
c1(C2C(=O)NC(=O)C=2c2ccnc(NC3CCOCC3)c2)cccc(Cl)c1,0.793382813,2.579779216,383.835,2.8931,-9.1,-9
S1CC(Nc2c1cc(cc2)-c1c2c(NC(=O)CC2)ncc1)=O,0.849203144,2.789792588,311.366,2.6775,-9.3,-9.4
c1c(cco1)C1C(NC(C=1c1ccnc(NC2CCOCC2)c1)=O)=O,0.825686915,2.872096758,339.351,1.8327,-8.5,-8.2
c1c(C2C(=O)NC(=O)C=2c2cccc(c2)OC)ccnc1NC1CCOCC1,0.774833116,2.557756263,379.416,2.2483,-9,-8.7
c1(F)ccc(C2=C(C(NC2=O)=O)c2ccc(C)cc2)cc1,0.860255563,1.972040231,281.286,2.70132,-8.3,-7.7
c1c(ccc(c1)C1C(NC(C=1c1cc(NC2CCCCC2)ncc1)=O)=O)Cl,0.783688512,2.402686909,381.863,4.0468,-9.3,-9.1
C(C)COc1cc(C2C(=O)NC(=O)C=2c2cc(ncc2)NC2CCC2)ccc1,0.72309179,2.490424275,377.444,3.402,-8.7,-7.8
c1ncc(-c2ccnc(NC3C4CCC(C4)C3)c2)cc1NC(=O)C1CC1,0.853831537,4.04909583,348.45,4.0926,-9,-7.9
c1cc(cc(c1)C1C(NC(C=1c1cc(NC2CCOCC2)ncc1)=O)=O)Cl,0.793382813,2.579779216,383.835,2.8931,-8.9,-9
c1(ccc(cc1)C1=C(c2ccnc(NC3CCOCC3)c2)C(NC1=O)=O)Cl,0.793382813,2.530676849,383.835,2.8931,-8.9,-9
c1c(Br)ccc(c1)C1=C(C(NC1=O)=O)c1ccnc(NC2CCOCC2)c1,0.732489739,2.578291642,428.286,3.0022,-8.9,-9.1
O=C1NC(C(c2ccc(-c3ccc(cc3)F)cc2)=C1c1ccc(Cl)cc1Cl)=O,0.588593946,2.135888752,412.247,5.3667,-8.8,-8.1
c1cc(C(N)=O)ccc1-c1c(cc(cc1)OC)C1C(NC(=O)C=1c1ccncc1)=O,0.640258567,2.336878558,399.406,2.4233,-9.1,-8.6
N1C(C(=C(c2ccc(c(OC)c2)OC)C1=O)c1ccnc(NC2CCOCC2)c1)=O,0.706297347,2.582962405,409.442,2.2569,-9.3,-8.7
c1c(OC)cc(C2=C(C(=O)NC2=O)c2cccc(c2)F)cc1,0.885129722,2.097864548,297.285,2.4015,-8,-8
n1ccc(C2C(NC(C=2c2cc(ncc2)NC2CCC2)=O)=O)cc1NCCO,0.537623803,2.746590237,379.42,1.4124,-8.8,-8.1
NC(=O)c1cc(ccc1)CC1C(=O)NC(=O)C=1c1cc(F)ccc1,0.836826546,2.380040611,324.311,1.5773,-8.4,-8.9
c1cc(Nc2cc(-c3ccnc(c3)NC(=O)CCC)ccn2)ccc1F,0.672207445,2.132476259,350.397,4.7649,-8.4,-7.7
c1c(CC)nn(c1-c1ccnc(Nc2ccccc2)c1)C(C)C,0.733714633,2.35627264,306.413,4.832,-8,-7.6
c1(cc(cc(OC)c1)OC)C1C(NC(=O)C=1c1ccnc(c1)OCCCN(C)C)=O,0.498545971,2.617417439,411.458,1.9965,-8.1,-6.8
C1CN(CCC1Nc1nccc(c1)-c1n[nH]c(=O)n1-c1ccc2c(c1)OCCO2)C,0.680471301,2.683990991,408.462,1.8999,-9.6,-8.5
O=C1Nc2c(ccc(c2)Cl)C1=C1c2ccccc2NC1=O,0.733751766,2.247802851,296.713,3.155,-9.2,-9.6
c1cc(-n2c(=O)[nH]nc2-c2ccnc(c2)Nc2ccc(F)cc2)cc2c1cccc2,0.462556728,2.328382424,397.413,4.6585,-9.4,-9.5
c1ccc(cc1)C(=O)Nc1cc(-c2ccnc(NC3CCOCC3)c2)ccn1,0.70624546,2.248422929,374.444,3.9868,-9.1,-8.7
