smiles,qed,sas,ror_gamma_docking,dhodh_docking,weight,logP
CCOC(=O)c1sc(Nc2ccc3c(c2)CCCC3)nc1-c1ccccc1,0.586440446,2.172491882,-9.6,-8.3,378.497,5.6092
O=C(O)C1=C(C(=O)Nc2ccc(-c3cccc(OC(F)(F)F)c3)cc2Cl)CCC1,0.67131484,2.442801845,-9.3,-6.1,425.79,5.4092
Cn1cncc1C(O)(c1ccc(Cl)cc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,0.277066364,3.124417766,-8.9,-6.1,494.809,6.8797
CC(=O)N1CCC(C(=O)N2CCC(c3ccc(C(OCc4ccc(F)cc4Cl)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.17749444,3.863251354,-8.4,-10.9,767.135,7.3149
CS(=O)(=O)c1ccc(C(CC(=O)N2Cc3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3C2)(S(=O)(=O)c2ccc(F)cc2)c2ccc(F)cc2)cc1,0.139426469,3.770551332,-9,-11.4,749.673,7.3077
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)Nc1cccc(C(F)(F)F)c1,0.441681515,3.198492599,-9.6,-13.9,494.489,5.111
Cc1cc(CN2CC3(CCN(S(=O)(=O)CC(F)(F)F)CC3)C2)ccc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.418528013,3.559587656,-9.1,-11.2,618.562,5.76412
Cc1nc2c(C(=O)O)cc(-c3ccc(-c4cccc(OCc5ccccc5)c4)cc3)cc2[nH]1,0.320576663,2.221289603,-7.8,-8.8,434.495,6.48252
Cc1cc(OC(F)F)cc2cc(C(c3ccc(C(F)(F)F)cc3)c3cncn3C)cc(F)c12,0.303179146,3.327465672,-8.6,-10.2,464.409,6.82122
CCC(O)=C(C#N)C(=O)Nc1ccc(-c2cccc(OC)c2)c(C(=O)OC)c1,0.341134667,2.443871281,-7.3,-6.1,380.4,3.83298
CCC(C)n1c(=O)c(NCc2ccc(S(N)(=O)=O)cc2)nc2cnc(-c3cnc(N)nc3OC(C)C)nc21,0.282161068,3.500298818,-9.4,-7,539.622,2.2434
O=C(N1CCCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1(CO)CCOC1,0.203909975,4.370257223,-7.9,-10.4,739.653,6.3312
O=C(O)C1CCC(C(=O)Nc2cc(-c3ccc(-c4ccc(F)cc4)c(F)c3)nn2CCCCCN2CCOCC2)CC1,0.277349923,2.714876861,-8.5,-9.9,580.676,5.8273
COC(=O)c1ccc(CCCCc2c(C(=O)O)[nH]c(=O)[nH]c2=O)cc1NCCO,0.282182285,2.629378768,-7.2,-9.1,405.407,0.5176
Cc1cc(C(F)(F)F)cc2c1cc(Cc1c(Cl)ccc(OC3CCC(C(=O)O)C3)c1Cl)n2C,0.409207938,3.62342586,-7.9,-9.5,500.344,7.03522
CCn1cc(S(=O)(=O)N2CC(CC(C(=O)O)C3CC3)Oc3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc32)c(OCCO)n1,0.313494074,4.208585604,-7.8,-10.5,634.63,3.6207
Cc1cc(OC(F)F)cc2c1cc(Cc1c(Cl)ccc(C(=O)N3CCC(CC(=O)O)CC3)c1Cl)n2C,0.382050398,2.920835431,-8.5,-10.7,539.406,6.31262
CC(O)=C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(Cl)c1,0.468457826,2.243563949,-8.8,-11.9,347.201,4.95448
O=C(O)c1ccccc1NN=Cc1ccc(-c2ccccc2Cl)o1,0.519134163,2.101383306,-7.3,-8.9,340.766,4.7442
Cc1ccc(Nc2ccc(-c3ccccc3F)nc2)c(C(=O)O)c1,0.734455064,1.969551809,-7.1,-10.6,322.339,4.63792
Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)C(F)(F)F,0.86382862,3.404319266,-8.4,-10.9,325.212,2.6321
CCC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(C(=O)OC)c1,0.602307235,2.765441923,-8.1,-10.6,384.819,3.85098
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ncncc1Cl)C(F)(F)F,0.537471372,3.499047666,-9.1,-11.8,500.84,3.5347
CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1-c1ccccc1,0.640244673,2.054104324,-8.4,-10.3,356.422,5.17792
CCn1c2ccc(F)cc2c2cc(C(=O)NCc3ccc(S(=O)(=O)CC)cc3)ccc21,0.475404979,2.180651714,-8.5,-11.2,438.524,4.6771
Cc1cn(C)nc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.564118503,3.592326347,-8.5,-10.1,482.438,3.13322
Cc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1Oc1cccc(C(C)C)c1,0.45578586,1.970469857,-8.1,-8.8,414.593,6.22852
Cc1ccccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1OC(C)C(F)(F)F,0.564365258,3.356908059,-9,-12.3,480.418,3.59362
COC(=O)c1ccccc1COC(c1ccc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)cc1)(C(F)(F)F)C(F)(F)F,0.149652103,3.110737852,-8.2,-9.6,618.567,7.3922
O=C(O)c1ccc(-n2cc(C(=O)c3c(Cl)cccc3Cl)c3cccc(F)c32)c(F)c1,0.383134712,2.45518673,-8.8,-8.6,446.236,6.1447
COCC1CCN(C(=O)c2ccc(Cl)c(Cc3nc4c(C)cc(C(F)(F)F)cc4n3C)c2Cl)CC1,0.390915953,2.84928137,-7.7,-11,528.402,6.29672
Cc1ccc(-c2ccc(-c3nc4ccc(Cl)cc4c(C(=O)O)c3C)cc2)c(Cl)n1,0.377989689,2.328680306,-8.5,-10.3,423.299,6.58564
COc1ccc(N(C)c2ccccc2)c(OC)c1C=NNc1c(Cl)cccc1C(F)(F)F,0.316942195,2.732404958,-8,-9.4,463.887,6.5899
CC(Oc1cc(-n2nc(CO)n(C3CC3)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,0.440300329,3.502444003,-8.5,-10.9,532.853,4.3747
COc1ncnc(C2CC2)c1-c1ncc2nc(NCc3ccc(S(=O)(=O)CO)cc3)c(=O)n(C(C)C)c2n1,0.322375084,3.217164124,-9.1,-6.5,537.602,2.446
Cc1cc(C(F)(F)F)cc2c1nc(Cc1c(Cl)ccc(C(=O)N3CCC(C(C)O)CC3)c1Cl)n2C,0.450086079,3.351505717,-7.4,-9.6,528.402,6.03112
O=C(NC1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)CC1)C1(C(F)(F)F)CCC(C(=O)O)CC1,0.225846455,3.573752731,-8.5,-12.4,723.601,7.6666
CCn1cc(S(=O)(=O)N2CC(CNC(C)=O)Oc3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc32)c(OCCO)n1,0.375293798,3.704532017,-7.7,-9.8,593.581,2.2559
O=C(CCNC(=O)c1ccc(C(F)(F)F)cc1)NC1CCCc2ccccc21,0.810285946,2.477599028,-8.9,-11.4,390.405,4.0191
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c(F)c2)cc1,0.537897999,2.43200556,-8.1,-9.5,449.588,5.0448
O=C(NC1CCCc2c1cnn2-c1cccc(F)c1F)c1onc2c1CCCC2,0.727945697,3.351242718,-9.5,-11.4,398.413,3.8247
CSc1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,0.398830551,3.383568525,-8.6,-11.7,506.428,4.2921
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3ccccn3c2=O)cc1OC(C)c1ccccc1,0.33575999,3.119036279,-9.4,-11.9,500.505,5.46412
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)NC1c2ccccc2CC1O)C(F)(F)F,0.503837072,3.938368882,-8.4,-9.6,520.483,3.2271
CC(Oc1cc(-n2nc3n(c2=O)CCOC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C1CCCCC1,0.47732438,3.502420455,-9.1,-11.5,532.975,5.0957
CCS(=O)(=O)N1CCC(COc2ccc(NC(c3ccc(C)cc3C(F)(F)F)C3CC3)nc2)(C(=O)NC(C)C)C1,0.39040283,3.911719362,-9,-11.4,582.689,4.91722
O=C(O)C1=C(C(=O)Nc2ccc(-c3ccccc3)cc2F)CCC1,0.892800984,2.120654071,-7.9,-7.4,325.339,3.9963
CCc1nn(-c2cc(OC(C)c3ccccc3)c(C(=O)Nc3c(C)cccc3O)cc2F)c(=O)n1C,0.366772435,3.185049103,-8.6,-9.2,490.535,4.67882
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1c(F)cc(C2(S(=O)(=O)c3ccc(F)cc3)CCCC2)ccc1=O,0.25474603,3.196549754,-7,-9.2,606.531,6.85582
CC(C)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(N2CCN(S(C)(=O)=O)CC2)cc1F,0.57829793,2.45126466,-8.6,-7,504.049,3.412
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)NC(CC)CC,0.634847022,3.282055736,-8.9,-6.4,420.529,3.7583
CCc1nc(C)cc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.443016566,3.609423245,-8.8,-8.5,541.933,5.01052
Cc1cc(C(F)(F)F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.434028876,3.394484744,-8.6,-9.6,546.443,5.41852
CCn1cc(S(=O)(=O)N2c3cc(NC(=O)OC(C)(C)C(F)(F)F)ccc3OC(CNC(=O)C(C)(N)C(C)(C)C)C2Cl)cn1,0.28292923,4.51140654,-8.9,-12.1,653.124,4.1933
CCc1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3ccc(F)cc3F)cc2F)c(=O)n1CC,0.478853091,3.254681454,-6.9,-8.9,502.415,4.6155
COC(=O)c1ccc(-n2nc(C(=O)c3c(C)cccc3Cl)c3c(=O)n(C(C)C)[nH]c32)cc1,0.36315154,2.907612442,-7.3,-9.2,452.898,4.07562
CCn1c(C)c(C(=O)NC)c(=O)c2cc(Br)c(F)cc21,0.912936342,2.484528858,-9.2,-11.7,341.18,2.59102
CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(SC3CCN(C(=O)COC)CC3)c(Cl)c2)cc1,0.40030635,2.701037298,-7.8,-10.9,539.163,5.4832
CCS(=O)(=O)c1ccc(C(CO)NC(=O)c2ccc3c(c2)cc(CC2CCC(C(F)(F)F)CC2)n3C2CC2)cc1,0.320193723,3.397836002,-8.6,-10.6,576.681,6.1444
CCCC(C)Oc1cc(-n2nc(CC)n(C)c2=O)c(F)cc1C(=O)NC(C)C1CCCCC1,0.596018046,3.563699385,-8.2,-10.9,460.594,4.5385
Cc1sc(NN=Cc2ccccc2C(=O)O)nc1-c1ccccc1,0.538632954,2.154199359,-8.1,-10.7,337.404,4.26272
CCOC(=O)c1sc(Nc2ccc3c(c2)CCC3)nc1-c1ccccc1,0.630787438,2.149657222,-8.2,-11.6,364.47,5.2191
CCOC(=O)c1sc(Nc2ccc(C)c(F)c2)nc1-c1ccccc1,0.640244673,2.054104324,-8.9,-12.7,356.422,5.17792
CC(Oc1cc(-n2nc(C3CCC3)n(C)c2=O)c(F)cc1C(=O)Nc1ccccc1F)C(F)(F)F,0.502285016,3.255411952,-9.8,-8.3,496.436,4.6986
Cc1ccccc1-c1ccc(-c2cc(C(N)=O)c3nn(C)nc3c2)cc1,0.616632976,2.357490404,-8.3,-10.9,342.402,3.70962
CC1(C)C2CCC1(c1ccnc(-n3cnc(CCS(C)(=O)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.366486401,5.072079657,-8.5,-11.1,537.596,3.5829
CCN(C)c1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c(=O)n1C,0.479149763,3.506556334,-7.9,-11.1,517.43,4.0263
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F,0.528258927,3.352215211,-8.1,-9.7,500.399,4.3695
CC(C)n1nc(N(C)C)nc1C(=O)NC1CCCCN1Cc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.521157824,3.745911204,-10,-7.3,536.521,3.9792
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(C)cccc3F)cc2F)c1=O,0.482319933,3.400989638,-7.9,-12.1,500.424,3.71472
CC1C(=O)C(C#N)=CC2(C)c3nc(-c4cncc5ccccc45)nc(-c4ccccc4F)c3CCC12,0.356696261,3.993195514,-8.7,-11.3,474.539,5.98678
CCC(O)C(=O)N1Cc2cc(S(C)(=O)=O)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1F,0.446614472,3.815735694,-8.4,-10.8,586.482,3.3343
Cc1ccc(C)n1-c1c(F)c(F)c(-c2nc3cccc(C(=O)O)c3[nH]2)c(F)c1F,0.377927052,2.935474464,-8.1,-5.9,403.335,4.89204
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1F)C(F)(F)F,0.552536232,3.234409368,-8.5,-10.7,482.409,4.2304
CN(CCN1CCC2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CCC12)S(=O)(=O)c1ccc(O)cc1,0.233549243,4.138696708,-8.4,-11.2,712.681,5.8311
CC(Oc1cc(-n2nc3n(c2=O)CCCS3)c(F)cc1C(=O)Nc1c(F)cccc1F)C(F)(F)F,0.502674039,3.54003973,-8.6,-8.6,518.439,4.529
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(C)c3c(n2)CCC(C)(c2ncco2)C3=O)cc1,0.589635324,3.526463514,-8.4,-10.5,467.547,3.43962
Cc1cc(S(=O)(=O)C2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)C3(F)CC3)C2)ccc1F,0.33450785,3.818872115,-8.8,-11.5,573.477,5.82712
O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)C1NCc2cc(S(=O)(=O)CC3CC3)ccc21,0.499574872,3.410609769,-8.5,-10.5,522.467,3.9655
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccc(F)cc1C#N)C(F)(F)F,0.524287204,3.42923081,-9.4,-8.5,507.419,4.10208
Cc1ccnc(Cl)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.401989623,3.482348864,-7.9,-9.3,513.879,4.44812
Cc1ccc(C(=O)Nc2cn3ncnc3c(CN3CCC(F)C(C(=O)N4CCCCC4)C3)c2Cl)cn1,0.560666799,3.768459131,-9.5,-14,514.005,3.51092
O=C(O)c1ccccc1Nc1ccc(Cl)cc1,0.867788943,1.484884851,-8.5,-12,247.681,3.7818
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(N)=O,0.532123943,2.103530816,-9.5,-9.4,374.39,5.25432
O=C(O)c1cccc2oc(-c3ccc(-c4ccccc4)cc3)nc12,0.586166,1.876845991,-8.4,-10.8,315.328,4.86
COc1nc2ccc(C(O)(c3ccccc3)C3CCN(C(C)=O)CC3)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,0.372741434,3.447827887,-7.2,-8.2,590.086,6.1655
Cc1ccnc(C(=O)NC2CCCc3c2cnn3-c2ccccc2)c1,0.799679153,2.719737658,-7.1,-10.1,332.407,3.38312
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(C(COC)COC)c(=O)c3cc2F)c1=O,0.537179777,3.227613732,-9.3,-9.8,448.495,1.9575
CCOc1cccc(-c2ccc(NC(=O)C(C#N)C(=O)CC)cc2C(=O)OC)c1,0.541681466,2.790707223,-8.4,-10.7,394.427,3.59628
CCc1nn(-c2cc(OC(C)C3CCCCC3)c(C(=O)Nc3cccc(S(C)(=O)=O)c3)cc2F)c(=O)n1C,0.453199532,3.307026291,-8.9,-12,544.649,4.2759
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C3CC3)C(F)(F)F)ccc2O1,0.511952343,3.601280297,-8.2,-11.9,545.511,3.8075
Cc1ccc(Nc2ccc(-c3ccccc3F)nc2)c(C(=O)O)c1,0.734455064,1.969551809,-8.5,-6.6,322.339,4.63792
Cc1cc(C#N)cc2c1cc(Cc1c(Cl)cnc(C(=O)N3CCOCC3)c1Cl)n2C,0.61072983,2.987263044,-7.1,-9.2,443.334,4.1234
CNC(=O)C(=O)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.2080068,3.906585504,-8.8,-11.8,682.561,5.2881
CCc1nn(-c2cc(OC(C)C3CC3)c(C(=O)NC(CC)CC)cc2F)c(=O)n1C,0.677306787,3.352149753,-8.3,-9.5,418.513,3.3682
Cc1oncc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C1CCCCC1,0.557143055,3.543850364,-8.5,-9.8,483.544,4.40572
CCn1c(C(=O)O)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3F)cc2F)c1=O,0.460746815,3.423198161,-9,-9.2,518.37,3.7513
COc1nc2ccc(C(O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1C(C)C(F)(F)F,0.312314396,4.088431913,-8,-12.3,544.883,5.9941
Cn1cncc1C(O)(c1ccc(C(F)(F)F)nc1)c1ccc2nc(Cl)c(-c3ccccc3)c(Cl)c2c1,0.265361711,3.406874194,-8.1,-10.9,529.349,6.6401
CNS(=O)(=O)c1ccc2c(c1)CN(C(=O)CO)C2C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.402556449,3.430922778,-8.5,-11.9,555.453,1.9212
CN(C)C(=O)Cc1ccc(C(C)(O)C(F)(F)F)nc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.573861382,3.514417134,-8.3,-6.4,518.376,4.4613
CC(C)n1nc(NCC(F)c2ccccc2)cc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.458285081,3.057032535,-9.4,-12.4,434.437,5.8578
O=S(=O)(c1ccc(F)cc1)C1(c2ccc(C(OCc3ccccc3-c3ccccc3)(C(F)(F)F)C(F)(F)F)cc2)CCC(C(=O)O)CC1,0.139834184,3.214264886,-8.6,-7.1,694.665,8.9734
Cc1cc(C(=O)O)c2[nH]c(-c3ccc(-c4ccccc4)cc3F)nc2c1,0.545862818,2.222033855,-8.2,-11,346.361,5.04262
Cn1cncc1C(O)(c1ccc(C(F)(F)F)cc1)c1ccc2nc(-c3ccncc3)c(CCC(=O)O)c(O)c2c1,0.260099133,3.477179453,-9.5,-12.3,548.521,5.0561
CCOC(=O)c1sc(Nc2ccc3c(c2)CCC3)nc1-c1ccccc1,0.630787438,2.149657222,-7.5,-10.2,364.47,5.2191
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1ccccc1C(F)(F)F)C1CCCCC1,0.377670782,3.359242301,-8.1,-8.7,546.565,6.1281
CC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2)cc1Cl,0.87552539,2.489441813,-8.8,-12.7,312.756,3.67428
COc1nc2ccc(C(O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1OCC(F)(F)F,0.369277323,3.416962068,-9.4,-9.3,512.315,5.509
CCOc1cccc(-c2cc(F)c(Nc3ncc(C4CC4)cc3C(=O)O)cc2F)c1,0.519344278,2.455574033,-8.8,-7.4,410.42,5.7447
CC(=O)NCC1CN(S(=O)(=O)c2ccc(F)cc2)c2cc(NC(=O)OC(C)(C#N)C(F)(F)F)cc(Cl)c2O1,0.494810816,3.879685758,-8.5,-6.7,578.928,3.96458
O=C(O)C1CCC(NC(=O)N2CCC(c3ccc(C(OCc4c(F)cccc4F)(C(F)(F)F)C(F)(F)F)cc3)(S(=O)(=O)c3ccc(F)cc3)C2)CC1,0.173931236,3.972538015,-9,-12.2,766.679,7.3685
O=C(N1CCC(c2ccc(C(F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1)C1CCC(F)(F)CC1,0.272194671,3.759680377,-7.7,-10.3,619.521,6.8421
CCn1c(OC2CCC(C(F)(F)F)CC2)nc2cc(C(=O)NCc3ccc(S(=O)(=O)CC)cc3)ccc21,0.422375794,2.753799783,-8.1,-12.3,537.604,5.2797
CCOC(=O)c1sc(Nc2ccc(C)c(Cl)c2)nc1-c1ccccc1,0.584095517,2.043865971,-8.7,-12.2,372.877,5.69222
COc1ccccc1-c1ccc(-c2cc(C(=O)O)c3ccncc3c2)cc1,0.541253947,1.999123003,-8.6,-12.6,355.393,5.2756
O=C(O)c1cc(Cl)cc2nc(-c3ccc(-c4ccccc4)cc3F)[nH]c12,0.510698571,2.229522005,-9,-13.3,366.779,5.3876
COc1cccc(-c2ccc(Nc3ncc(C4CC4)cc3C(=O)O)c(F)c2)c1,0.615618352,2.248426435,-8.1,-10.1,378.403,5.2155
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1c(F)cc(CN2CC3(C2)CN(S(C)(=O)=O)C3)cc1F,0.55568942,3.580016362,-8.2,-11.8,558.491,4.32962
CC(C)(C)OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1cccc(C(F)(F)F)c1)CC(CC(=O)NCC(=O)C1CC1)O2,0.458432467,3.344258884,-8.7,-10.4,597.612,4.4941
O=C(O)c1cccc(C=NN(C(=O)c2ccc(F)cc2)c2ccc(Cl)cc2)c1,0.494333143,2.262002676,-8.3,-12.5,396.805,4.8582
O=C(O)c1cc(F)cc2[nH]c(-c3ccc(Cl)cc3)nc12,0.755697037,2.109356729,-8.4,-10.4,290.681,3.7206
COc1ccccc1-c1ccc(-c2cc(C(=O)O)c3ccccc3n2)cc1,0.541253947,1.790670932,-8.3,-9.7,355.393,5.2756
CCC(C)n1c(=O)c(NCc2ccc(S(N)(=O)=O)cc2)nc2cnc(-c3c(C)ncnc3C3CC3)nc21,0.355889099,3.513032652,-10.9,-7.9,520.619,3.05982
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)CN(C)C,0.553820775,3.356711345,-7.8,-12.3,485.535,3.53812
CC1C(=O)C(C#N)=CC2(C)c3nc(-c4ccnc5ccccc45)nc(-c4ccccc4F)c3CCC12,0.356696261,3.925661235,-7.8,-10,474.539,5.98678
CCOC(=O)N1Cc2cc(S(=O)(=O)CC3CC3)ccc2C1C(=O)Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.444299594,3.463158605,-8.3,-10.3,594.53,4.8344
O=C(O)c1cc(-c2ccc(Cl)cc2)nc2ccc(Br)cc12,0.696448049,1.829537493,-8.7,-12,362.61,5.0159
CCn1cc(S(=O)(=O)N2CC(CNC(C)=O)Oc3ccc(NC(=O)OC(C)(C)C(F)(F)F)cc32)c(C)n1,0.544236052,3.504856659,-8.7,-10.4,547.556,3.19322
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(C#N)cc3C)cs2)cc1,0.318368532,2.741670232,-8.9,-7.7,517.632,5.7573
CC(=O)N1CCC(Oc2ccc(CN(CC(C)C)S(=O)(=O)Cc3ccccc3)cc2)CC1,0.568271273,2.380857127,-8.2,-10.3,458.624,4.0643
Cc1cc(C(F)(F)F)ccc1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,0.434028876,3.394484744,-8.7,-7.4,546.443,5.41852
Cc1cc(C#N)cc2c1cc(Cc1c(Cl)ccc(C(=O)N3CCC(C(C)O)CC3)c1Cl)n2C,0.532695088,3.384315545,-8.2,-10.8,484.427,5.489
CC1(C(=O)N2CCC(c3ccc(C(N)=O)c(Cl)c3)(S(=O)(=O)c3ccc(F)c(C)c3)C2)CCS(=O)(=O)CC1,0.549696345,3.738349554,-8.4,-9.5,571.092,3.00282
CCOC(=O)c1sc(Nc2ccc3c(c2)CCC3)nc1-c1ccccc1,0.630787438,2.149657222,-8.7,-11.1,364.47,5.2191
Cc1cccc(F)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCOC3)cc1OC(C)CN(C)C,0.551343638,3.502242986,-8.1,-9.4,487.507,2.73202
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(Cl)cc3Cl)c(C(=O)c3ccccc3)c2)cc1,0.242192074,2.254133039,-8.8,-7.3,552.479,6.8662
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.910822991,2.078015807,-7.6,-10.1,270.21,3.25412
O=C(Cc1ccccc1)N1CCC(c2ccc(C(OCc3c(F)cccc3F)(C(F)(F)F)C(F)(F)F)cc2)(S(=O)(=O)c2ccc(F)cc2)C1,0.131274127,3.745410008,-8.6,-7.9,715.634,7.7848
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)c(C(F)(F)F)c1)CC(C(=O)O)O2)C(F)(F)F,0.493486386,3.392362115,-8.1,-11.7,574.427,4.7748
CCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1c(F)cc(CN2CC3(C2)CN(S(C)(=O)=O)C3)c(F)c1C(C)C,0.406586952,3.914462422,-9,-11,614.599,5.707
CC1CC(F)(F)CN1C(=O)c1nc(C(=O)NCC(C)(C)O)c(-c2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)s1,0.431337988,3.883478566,-8.1,-11.4,589.505,4.4927
CC(C)(OC(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccc(F)cc1)CC(CNS(=O)(=O)c1ccccc1)O2)C(F)(F)F,0.346319799,3.260516509,-7.7,-9.5,631.626,4.6499
COc1cc(-c2ccc(OC(F)(F)F)cc2)ccc1NC(=O)C1=C(C(=O)O)CCC1,0.702355547,2.380494237,-8.4,-11.7,421.371,4.7644
N#CC(C(=O)Nc1ccc(C(F)(F)F)cc1)C(=O)C1CC1,0.86847147,2.759706856,-8.3,-10.5,296.248,2.76278
CCc1cc(CN2CC3(C2)CN(S(C)(=O)=O)C3)ccc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0.559669887,3.374326901,-9.6,-8.7,536.538,4.3054
O=C(O)Cc1ccc(-c2nc(-c3ccccc3)c3c(n2)C2(CF)C=C(C(=O)OC(C)(C)C3)CC2Cl)cc1,0.354741708,5.119142455,-8.4,-10.8,520.988,5.4604
CC1(C)C2CCC1(c1ccnc(-n3ccc(CCCC(N)=O)n3)n1)c1nnc(-c3c(F)cccc3F)cc12,0.390240539,4.914667903,-8.8,-9.1,515.568,4.4088
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3ccc(C#N)cc3)cs2)cc1,0.657635958,2.392174049,-10,-12.2,410.52,4.26158
