smiles,qed,sas,weight,logP,ror,dhodh
C1CN(C(c2c(c(C)ccc2-n2cnn(CC)c2=O)F)=O)CCC1=C(c1c(cc(cc1C)F)C)O,0.557015929,3.13173714,482.531,4.46266,-8.3,-6.6
O=c1n(nc2n1CCC2)-c1ccc(NC(=O)C[N+]2(CCC2)Cc2ccccc2)c(c1)C,0.626007987,2.909209667,418.521,2.64782,-9.7,-11.5
c1cc(ccc1)C(c1nn(C)c(n1C)=O)(C(=O)Nc1cc(ccc1)NC(=O)C)C[N+]1(C)CC1,0.421554017,3.444713685,449.535,1.4622,-8,-9.6
c1cc(ccc1NC(=O)C1CCc2c(cccc2C1)NC(=O)C1CCC1)-n1nc2CCCCCn2c1=O,0.548608772,3.101973775,499.615,4.2426,-11,-7.3
N1(C(=O)C2CCC2)CCC(NC(=O)c2ccc(cc2)-n2nc(n(c2=O)C)C(C)C)CC1,0.795486301,2.494465242,425.533,2.2153,-10.9,-12
[n+]1(CC2CC[N+](C)(C)CC2)cc(ccc1)C(=O)Nc1cccc(-n2c(n(C)nc2C)=O)c1,0.490560409,3.246561742,436.56,1.90562,-10.9,-11.4
[n+]1(CC2CC[N+](C)(C)CC2)[n+](C)cccc1NC(c1cc(-n2c(n3CCCc3n2)=O)ccc1)=O,0.44899587,3.781669594,464.594,0.8309,-10.5,-11.6
c1(NC(c2ccccc2)=O)ccc(c(-n2nc3n(c2=O)CCCC3)c1)C1CCN(CC1)C(C(C)(C)C)=O,0.574819074,2.702174087,501.631,4.3747,-10.4,-10.1
c1(OC2CCC2)ccc(cc1NC(c1cc[n+](CC)cc1)=O)-n1nc2n(c1=O)OCC2,0.60835655,3.223285553,422.465,1.5097,-9.9,-11
c1[n+](cccc1)CC1CN(C(=O)c2ccccc2-n2nc3CCCn3c2=O)CC[N+]1(C)C,0.452228328,3.809735549,434.544,0.8687,-7.8,-6.8
C(Nc1c(C(=O)N2CCC(CC2)CCCS(=O)(=O)C2CCCCC2)cccc1)(Cn1nc2CCCn2c1=O)=O,0.505671428,2.844039353,557.717,3.0096,-11.2,-10.8
O=c1n2c(nn1-c1ccc(c(c1)CC)C(Nc1cc3CCCCc3cc1C)=O)CCCC2,0.668165407,2.66744502,430.552,4.37222,-10.3,-12.7
n1c2CCCCn2c(n1-c1c(F)cc(c(C(Nc2cc3c(cc2)CCC3)=O)c1)OC)=O,0.700173757,2.607360402,422.46,3.259,-10.8,-11.8
O=S(c1nn(c(n1C)=O)C)(=O)Nc1cc(ccc1)CCN(Cc1ccc2[N+](C)(CCc2c1)C)C,0.491005457,3.313863907,485.634,1.7171,-10.1,-11.2
[n+]1(CC2CC[N+](C)(CC2)C)ccc(cc1)C(Nc1cccc(-n2c(n(nc2C)C)=O)c1)=O,0.490560409,3.227226358,436.56,1.90562,-11.4,-11
c1(=O)n(c(C2CCCCC2)nn1-c1ccc(C2CCN(C(=O)CC)CC2)cc1)-c1ccccc1,0.528834845,2.507849624,458.606,5.1869,-11.5,-9.8
[n+]1(CC2CC[N+](CC2)(C)C)cccc(NC(c2ccc(cc2)-n2nc3CCCn3c2=O)=O)c1,0.479439173,3.278672624,448.571,2.0064,-11,-11.9
c1(c(n2c(CCC(C2)NC(=O)c2c(F)cccc2)n1)-n1nc2n(CCCC2)c1=O)C(=O)OCC,0.56976648,3.478314774,468.489,1.6274,-9.1,-6.7
C(C(C)CNC(C[n+]1ccccc1NC(=O)c1cc(ccc1)-n1c(nn(c1=O)C)C)=O)C,0.522563449,3.402172506,437.524,1.58152,-9.8,-12.2
c1c(c(ccc1)CCc1nn(-c2ccccc2)c(=O)n1C)N1CC(NC(c2ccc(cc2)F)=O)C1,0.449700885,2.457068524,471.536,3.1139,-11.5,-12.3
[n+]1(C2CCCC2)ccccc1C(Nc1cc2ccccc2c(c1)-n1c(nn(C)c1=O)O)=O,0.486814852,3.161858063,430.488,3.0847,-9.8,-9.4
[n+]1(C)ccccc1C1CC2CC=1C(N2Cc1n(-c2ccc(F)cc2)c(n(C)n1)=O)=O,0.61708516,4.416210153,406.441,1.493,-10.4,-10
O=C(c1c(=O)n(-c2c(F)ccc(N3CCCCC3=O)c2)c(-n2nc(C3CC3)n(c2=O)-c2ccccc2)cc1)N,0.412072689,3.013296154,528.544,2.8064,-10.5,-6.9
[n+]1(C)cccc(c1)C(N1CCn2c(CC1)nn(-c1ccc(cc1)C[N+]1(C)CCCC1)c2=O)=O,0.446504624,3.188693029,448.571,1.2974,-9.7,-6.7
[n+]1(CC2CC[N+](C)(CC2)[O-])ccc(C(Nc2ccccc2-n2c(=O)n3c(CCC3)n2)=O)cc1,0.365465809,3.374090114,449.535,1.8744,-11.3,-9.3
C(C1CCCCC1)(=O)Nc1cc(-n2c(n3c(n2)CCCC3)=O)ccc1C(=O)C[n+]1ccccc1,0.452266675,2.865211862,460.558,3.0595,-9.7,-10.8
[N+]1(CC#CC1)(CCc1ccc(C(=O)Nc2nn(c(n2C)=O)C)cc1)c1ccccc1,0.506123121,3.481165625,402.478,1.9381,-11.4,-12.9
C1Cn2c(nn(c2=O)CC(N2CC[N+](CC2)(C)CCc2cc(NC(c3ccc(F)cc3)=O)ccc2)=O)C1,0.495152965,2.869214361,507.59,1.9139,-11.3,-11.3
c1(nn(C)c(n1Cc1ccccc1)=O)CNC(=O)C1CCCc2n(c(n(n2)C)=O)C1,0.625193994,3.256806425,411.466,-0.2058,-10.6,-11
C[N+]1(CCC(CC1)[n+]1ccc(C(=O)Nc2cccc(c2)-n2c(n3CCCCc3n2)=O)cc1)C,0.491867463,3.365866956,448.571,2.3214,-11.3,-11.3
[N+]1(C)(CCC(CC1)C[n+]1cc(C(Nc2cc(ccc2)-n2nc3CCCn3c2=O)=O)ccc1)C,0.479439173,3.295464365,448.571,2.0064,-11.1,-12.1
[n+]1(C2CCCCC2)cc(ccc1)C(=O)Nc1cccc(-n2c(nn(C3CC3)c2=O)C)c1,0.642033012,2.970495233,418.521,3.72232,-11,-11.8
[n+]1(C2CC[N+](CC2)(C)C)ccccc1NC(=O)c1cccc(-n2c(=O)n(nc2C)C)c1,0.515068817,3.425575322,422.533,1.83052,-9.8,-8.5
c1(C2C[N+](C)(C)CCC2)cc(NC(=O)c2cc[n+](cc2)-n2c(n3c(CCC3)n2)=O)ccc1,0.502768665,3.922381536,434.544,1.796,-10.9,-10.5
c1cc(C[N+]2(CCCCC2)C)ccc1NC(=O)c1ccc2c(c1)-n1c(CC2)nn(C)c1=O,0.644560893,2.97121007,432.548,3.0524,-10.4,-9.8
[n+]1(CC2CC[N+](C)(C)CC2)ccccc1NC(c1c(-n2nc3CCCn3c2=O)ccc(c1)O)=O,0.444203462,3.562663408,464.57,1.712,-7.6,-8.6
[n+]1(CC2CC[N+](CC2)(C)C)ccc(CC(Nc2ccccc2-n2nc3CCn3c2=O)=O)cc1,0.459405238,3.357614649,448.571,1.5452,-10.9,-10.9
C1[N+](C[n+]2cc(C(=O)Nc3cccc(c3)-n3nc4n(c3=O)CCC4)ccc2)(CCCC1)C,0.493853739,3.240017822,434.544,2.108,-10.9,-10
c1(C)cc(-n2c(n3CCCc3n2)=O)ccc1NC(=O)c1ccc(c(C#N)c1)-n1c(nn(c1=O)C)C,0.481831725,2.962463199,470.493,1.60542,-8.2,-6.9
C(c1c(Cl)c(ccc1)Cl)(=O)Nc1cc(c2c(c1)C(F)(F)F)-n1c(CC2)nn(c1=O)-c1c(OC)cccc1,0.354108061,2.893416063,549.336,5.7083,-11.1,-9.2
C1CCc2cc(N3C(C(C(=O)Nc4c(cccc4)Cn4c(n(C)c(C(F)(F)F)n4)=O)CC=C3)=O)ccc21,0.530075802,3.57093182,511.504,3.6429,-11.7,-12.6
[n+]1(C)ccccc1C1CCc2nn(c(=O)n2C1)-c1ccc(C(=O)NC(C)(C)C)cc1,0.677440684,3.467218862,406.51,2.1168,-8.1,-7.2
[n+]1(C2CCC2)cccc(c1)C(Nc1cc(-n2nc3CCCCn3c2=O)ccc1)=O,0.69631087,2.889484702,390.467,2.6351,-10.4,-12.5
c1(C2CC[N+](C)(C)CC2)c(NC(=O)c2ccccc2)c(ccc1)-n1c(=O)n2CCCCc2n1,0.623149907,3.0190106,446.575,3.5764,-8.6,-10.2
C[N+]1(CCC(CC1)C[n+]1ccc(C(NCc2ccccc2-n2c(nn(c2=O)C)C)=O)cc1)C,0.457903433,3.301015239,450.587,1.58332,-9.8,-9.6
c1(ccc(C(=O)NC(C)C(NC2CCCCC2N2C(=O)CC(CC2)(C)C)=O)cc1)-n1c(n2CCCc2n1)=O,0.602969563,3.855416444,522.65,2.1745,-10.3,-8.7
[n+]1(cc[n+](C)cc1)CC1CCC(NC(c2cc(-n3c(nn(c3=O)C)N)ccc2)=O)CC1,0.574587383,3.35764234,423.521,0.254,-10.6,-12.4
n1n(-c2ccc(cc2F)Br)c(n(c1C)-c1cc(ccc1Cl)C(F)(F)F)=O,0.520890705,2.541022456,450.617,4.90542,-9.5,-10
C1N(CCC(C(N2c3c(cc(c(c3)N(C(C(C)(C)C)=O)Cc3n(C)c(=O)n(n3)C)CC)N(CC2)C(=O)C2CC2)=O)C1)C,0.521487518,3.391506379,579.746,2.6919,-7.7,-5.5
C1CN(CC)CCC1c1[n+](C)ccc(c1)C(Nc1cccc(-n2c(=O)n(c(C)n2)C)c1)=O,0.623421542,2.926129435,435.552,2.15552,-10.4,-8.4
n1(C)c(=O)n(-c2c(cc(NC(c3c(F)cccc3F)=O)c([N+](C)(C)C)c2)F)nc1C,0.660316328,3.052087687,420.415,2.74572,-8.7,-8.5
c1c(-n2nc3n(CCCC3)c2=O)cccc1NC(c1c(cccc1)C[N+]1(C)CC1)=O,0.524982102,2.775071349,404.494,2.5828,-10.7,-11.5
O=C1CC[N+](C)(CC1)CC1CCC(c2ccc[n+](c2)CCn2c(n(C)nc2C)=O)CC1,0.52307585,3.618282025,427.593,1.96122,-10.5,-12.3
[n+]1(ccccc1C1CC[N+](C)(C)CC1)Cc1ccc(Cn2nc3CCCCn3c2=O)cc1,0.458759685,3.262396482,433.6,2.719,-9.9,-11.8
C[N+]1(C)CCC(CC1)(c1ccccc1CNC(=O)c1cc(-n2nc3CCCn3c2=O)ccc1)O,0.567676471,3.099138428,462.574,1.968,-11,-12.5
N(CC(=O)Nc1cc(F)ccc1F)C(=O)Cn1nc(C)n(-c2cc3c(cc2)CCCCC3)c1=O,0.542619893,2.52026715,469.492,2.64442,-11.8,-11.7
C1c2cc[n+](cc2CC1)CCC(CC(CCC)C(Nc1ccc(cc1)-n1nc2n(c1=O)CCC2)=O)O,0.427562609,3.852479291,490.628,2.9525,-10.9,-11.6
C1C(C1)C(=O)CCCC[N+](C)(Cc1cc(N2CCC(CC2)c2nn(C)c(n2C)=O)ccc1)C,0.408541987,2.992303587,454.639,3.2286,-9.3,-10.6
C(C1CCNCC1)(NC(C)(c1cc(c(OC)c(c1)Cl)-n1nc(n(-c2ccc(C)cc2)c1=O)C)C)=O,0.542216082,2.937609543,498.027,3.65294,-9.2,-6.5
[n+]1(CC2CCCCC2)ccccc1NC(=O)c1c[n+](ccc1)Cc1n(c(n(C)n1)=O)C,0.612965778,3.350229892,422.533,1.5747,-10.4,-11.5
C1N(CCC(c2cc[n+](C)cc2)(c2ccc(cc2)-n2nc3CCCCn3c2=O)C1)C(=O)C,0.595870151,3.083923783,432.548,2.1232,-8.3,-12.2
n1c2CCCCn2c(n1-c1ccc(C(Nc2cc(C)c(C3CC[N+](C)(CCC3)C)cc2)=O)cc1)=O,0.574263062,3.320855288,474.629,4.27492,-8.2,-6.9
c1(NC(CC[N+]2(CCCCCC2)C)=O)cccc(-n2c(n3cnn(C)c3n2)=O)c1,0.661220187,3.164029148,398.491,1.5679,-10.3,-11.7
c1ccc(cc1Oc1c(cc(-n2nc3CCCCn3c2=O)cc1)C(NCCC)=O)NC(=O)C1CCC1,0.496627974,2.582982502,489.576,4.041,-10.3,-11.1
c1(CC)c(Cl)ccc(c1)NC(=O)CNC(=O)c1ccc(cc1)-n1c(n(c(C)n1)C)=O,0.630939122,2.322065136,427.892,2.46372,-10.5,-12.9
C(Nc1nn(-c2ccccc2)c(=O)n1-c1ccc(c(F)c1)Cl)(c1cccc(c1)C(F)(F)F)=O,0.417278187,2.488157601,476.817,5.0868,-9.9,-13.4
c1[n+](CC2CCCCC2)c(ccc1)NC(c1ccccc1-n1c(n2CCCCc2n1)=O)=O,0.627521007,3.008786783,432.548,3.4904,-10.1,-10.2
[n+]1(ccc(cc1)CC1CCN(C(=O)Cn2nc3n(CCCC3)c2=O)c2ccccc2C=1)C,0.596785266,3.09988879,430.532,2.2686,-11.8,-10.7
O=C(N1CCC(CC1)(Cc1nn(c(n1C)=O)C)c1ccccc1)C[N+]1(C)CCCCC1,0.685913173,3.21037276,426.585,1.8522,-9.1,-7.8
c1(C[N+]2(CCCC2)C)cc(ccc1)C(=O)Nc1cc(-n2c(nn(c2=O)C)C)c(cc1)Cl,0.616932515,2.849650123,440.955,3.52552,-10.3,-9.9
[n+]1(CC2CC[N+](CC2)(C)C)ccc(C(=O)Nc2ccccc2-n2c(n(C)nc2C)=O)cc1,0.490560409,3.27825405,436.56,1.90562,-9.3,-9.4
C1C(c2ccccc2C[N+]2CC[N+](CC2)(C)C)CN(C(c2nn(c(=O)n2C)C)=O)CCC=1,0.40617238,4.443095583,439.584,1.0348,-9.6,-7.5
[n+]1(CC2CC[N+](CC2)(C)C)cccc(c1)C(Nc1cccc(-n2nc3CCn3c2=O)c1)=O,0.489974756,3.31855288,434.544,1.6163,-11.8,-11.9
C1CCC(CC1)c1cc(C(Nc2cc(C3CCCCC3)cc(c2)C)=O)ccc1-n1c(=O)n(nc1CC)C,0.40509963,2.761129456,500.687,6.78952,-11.2,-11.1
[n+]1(CC2CCCCCC2)ccc(cc1)C(Nc1cccc(-n2nc3CCCCn3c2=O)c1)=O,0.477524443,2.839661347,446.575,3.8805,-11.3,-12.5
c1(CC2(CCN(C(=O)Cn3c(=O)n4c(CCCC4)n3)CC2)CNC(=O)c2ccccc2)ccccc1,0.555002916,2.612005461,487.604,2.6626,-11.1,-10.8
C1(N2CCCCC2)CCOc2cc(F)c(cc2C1NC(c1ccc(-n2nc(C)n(C)c2=O)cc1)=O)C,0.602389029,3.606486992,493.583,3.43504,-8.1,-10.9
[n+]12CCCCc1cccc2NC(c1cc(-n2nc3n(c2=O)CCC3)c(C[N+]2(C)CC2)cc1)=O,0.369198586,3.628538697,446.555,1.8165,-10,-13
c1cc[n+](Cc2nn(c(n2C)=O)Cc2ccc(NC(C3CCCCC3)=O)cc2)c(c1)F,0.488441122,2.823004136,424.5,2.6238,-10.4,-12.8
c1[n+](CC2CCCCC2)cccc1NC(=O)c1cc(ccc1)-n1c(n2c(CCCC2)n1)=O,0.627521007,2.876349795,432.548,3.4904,-11.8,-12.6
c12c(CCC2=O)c(CC(N2CCC(CC2)C2CCCCC2)=O)ccc1-n1nc2n(c1=O)CCC2,0.697181943,3.047729344,462.594,3.4705,-10.7,-12.2
c1(N)c(-n2c(n(c3ccc(cc3c2=O)C(Nc2ccc(F)cc2F)=O)CC)=O)cccc1F,0.461818946,2.440322364,454.408,3.4241,-11.1,-13.4
c1(-c2ccc(cc2)-n2nc3n(CCCC3)c2=O)c(NC(C2CCC2)=O)c[n+](cc1)C,0.679633755,2.844313389,404.494,2.6004,-9.3,-11.3
N(C1CCCC1)C(=O)c1cc(-n2nc3n(CC(CN(CC3)C(C)=O)C(N3CCCC3)=O)c2=O)c(C#N)cc1OC(C)C,0.553386884,3.632260435,577.686,2.00848,-8,-7.2
FCC1(n2c(=O)n(-c3ccc(cc3)F)nc2C(C(Nc2c(cccc2C)F)=O)C)CCCCC1,0.549557189,3.473032665,472.511,4.99172,-9.7,-11.8
Cn1c(nn(Cc2ccc(cc2)NC(c2ccc[n+](CCC3CCCCC3)c2)=O)c1=O)C,0.579117645,2.716708732,434.564,3.44872,-11.3,-13
[N+]1(C)(CCC(CC1)c1cc(C(=O)N)ccc1-n1c(=O)n2CCCCCc2n1)C,0.819546838,3.101302189,384.504,1.8131,-8,-9
[n+]1(C)ccc(cc1)C(Nc1cc(CC2CC[N+](CC2)(C)C)ccc1-n1c(n2c(CC2)n1)=O)=O,0.477035416,3.32455332,448.571,1.6958,-9.4,-10.4
C1C[N+](CCC1)(CCC1CC[N+](CC1)(Cc1cc(ccc1)-n1nc(n(c1=O)C)C)C)C,0.664123644,3.468529578,427.637,3.25662,-10.6,-9.6
C(=O)(OCC)c1ccc(C[N+](C)(C)CC2CC2)c(c1)-n1c(=O)n(C)nc1C1CCCCC1,0.461886025,3.073101241,441.596,3.7818,-6.2,-8.6
C1N(S(c2ccccc2NC(=O)c2ccccc2)(=O)=O)CC(=O)n2c(n3c(n2)-c2ccc(cc2CC3)F)=N1,0.554564696,3.091406821,532.557,2.4579,-9.8,-10.1
c1cc[n+](C2CCCCC2)cc1C(Nc1ccc2c(c1)-n1c(nn(C)c1=O)CC2)=O,0.682476492,3.133675094,404.494,2.7146,-11.5,-10.3
[N+]1(CCC(CC1)Cc1ccccc1C(=O)Nc1cccc2-c3nn(c(n3CCc21)=O)C)(C)C,0.626494293,3.132293582,446.575,3.0861,-11.5,-10.4
c12cc(ccc1CCC(N2Cc1[n+](C)cc[n+](C)c1)=O)C(Nc1nn(C)c(n1C1CC1)=O)=O,0.566800113,3.503485527,449.515,0.2974,-10,-8.1
[n+]1(CC2CCCCCCC2)ccccc1NC(c1cccc(-n2nc3n(c2=O)CCCC3)c1)=O,0.578128117,2.976054785,460.602,4.2706,-11.3,-12.5
N(C)c1cc(F)ccc1C(Cn1c(n(C(C)C)c(n1)-c1ccc(cc1)CC)=O)O,0.635528743,3.152174916,398.482,3.7695,-9.3,-10.2
c1c[n+](ccc1CCNC(c1ccc(-n2c(n3CCCCc3n2)=O)cc1)=O)CC1CC[N+](C)(C)CC1,0.407394627,3.261261695,490.652,2.1167,-10.5,-10.2
c1(c[n+](CCC2CC[N+](CC2)(C)C)ccc1)C(Nc1cc2CCn3c(-c2cc1)nn(C)c3=O)=O,0.46688339,3.403035811,462.598,2.2212,-11.2,-13
C1C(OCc2c(cccc2)C1)n1c(c(nn(c1=O)C)C(=O)Nc1c2CCCc2ccc1)=O,0.685572269,3.21674993,432.48,2.3446,-12.1,-12.6
O(C(=O)C1CCCCC1)CC(Cc1[n+](cccc1)-c1nn(C)c(=O)n1C)C(=O)OC(C)C,0.452668554,3.771895928,445.54,1.6293,-9.2,-10.3
C1Cc2ccccc2C(CC1)NC(=O)C1CCCC(C(N2CCC(CC2)n2c(n(C)c(C)n2)=O)=O)C1,0.661042256,3.721654962,493.652,3.44402,-9.6,-7.8
c1ccc(cc1CC(=O)Nc1ccc(cc1)-n1c(=O)n2CCOCc2n1)C[N+](C)(C)C,0.616234814,2.807278179,422.509,1.9516,-10,-10.5
[n+]1(CC2CC[N+](C)(C)CC2)ccc(C(Nc2n(c(n(n2)C)=O)-c2ccccc2)=O)cc1,0.501462989,3.291737795,422.533,1.5972,-10.1,-10.1
[n+]1(C)cccc(c1NC(=O)N1CCC(CCn2c(n3CCCc3n2)=O)CC1)CC1CCC1,0.702918307,3.169113749,439.584,2.4923,-9.9,-9.6
C[n+]1ccc(cc1C1CCC(CCC(=O)Nc2ccccc2-n2c(C)nn(C)c2=O)CC1)F,0.581761311,3.074944767,452.554,3.53572,-9.3,-12.2
c1[n+](C2CC[N+](C)(C)CC2)cccc1C(Nc1ccc(cc1)-n1nc2CCCn2c1=O)=O,0.503850478,3.314253047,434.544,1.9313,-10.1,-12.6
c1c2N(C(=O)Cc3cc(ccc3)C(NC3CCCCC3)=O)CC(Cc2cc(c1)C#N)Cc1nn(c(=O)n1C)C,0.530550219,3.358236057,526.641,3.04368,-12.9,-12.2
C[N+]1(CCC(CC1)c1ccc(C(Nc2nn(C)c(=O)n2C)=O)cc1)Cc1ccccc1,0.645578003,2.839276955,420.537,2.8953,-11.5,-8.1
[n+]1(C2CC2)ccccc1NC(c1cccc(c1)Cn1nc2n(CCCCCC2)c1=O)=O,0.647433507,2.922645242,418.521,3.0843,-10.5,-12.2
C1CN(CCC12CCCCC2)C(=O)Cn1c2c3ccccc3ncc2n(c1=O)CC(F)(F)F,0.578924015,3.235468339,460.5,4.4864,-9.9,-10.9
C1c2c(CCn3c1nn(c3=O)CCC1CCN(CC1)C(=O)C1CCN(C1)C(C(C(NC(CC)=O)C(C)C)N)=O)ccc(F)c2,0.443217974,4.147320565,611.763,1.6861,-10.1,-9.8
c1[n+](CC2CCCC2)cc(cc1)C(Nc1cccc2nn(c(n21)=O)CC[N+]1(C)CC1)=O,0.357808024,3.404732399,422.533,1.6862,-10,-11.6
c1cc2c(N(C(C)C2)C(=O)Cn2c(n(-c3ccc(C#N)cc3)c(C3CC3)n2)=O)cc1,0.675306168,3.00386,399.454,2.76088,-10.3,-11.5
c1[n+](CC2CC[N+](CC)(CC2)C)ccc(c1)C(Nc1cccc(-n2c(=O)n(C)nc2C)c1)=O,0.462702801,3.277692658,450.587,2.29572,-11.2,-10.5
c1cc(-c2cc3c(cc2)CCn2c-3nn(c2=O)C)ccc1CC[N+]1(CCCCCC1)C,0.601389989,2.978448319,417.577,4.035,-11,-10.4
c1c(C(=O)O)c(cc(c1OCC1CCCN(C1)C(=O)Cn1nc(n(c1=O)C)C)F)C(Nc1ccc(OC)cc1)=O,0.409290486,3.164117915,555.563,2.30602,-11.1,-9.8
C1CCOc2n1c(=O)n(n2)-c1cc(cc(c1)C(=O)Nc1ccc(cc1)F)C1CC[N+](C)(CC1)C,0.599510217,3.153269752,466.537,3.1617,-11,-13.1
[n+]1(CC2CC[N+](C)(CC2)C)c(NC(=O)c2cccc(c2)-n2c(C)nn(C)c2=O)cccc1,0.490560409,3.371346358,436.56,1.90562,-11,-12.3
c1cc(ccc1S(=O)(=O)C)NC(c1ccc(C#N)c(c1)-n1c(=O)n2c(CCC2)n1)=O,0.677626722,2.583560296,423.454,1.50768,-10,-11.3
[N+]1(CCC(CC1)C[n+]1cccc(NC(c2ccc(cc2)-n2nc3n(c2=O)CCC3)=O)c1)(C)C,0.479439173,3.278672624,448.571,2.0064,-10.5,-12
n1c(C(=O)NC2CCN(CC2)C(=O)C2CCC2)n(c(n1-c1ccccc1OC)=O)C,0.791586305,2.540736121,413.478,1.1005,-9.5,-9.9
C1C=C(c2c(c(ccc2)C)-n2c(=O)n(C)c(n2)C(F)(F)F)CCN1C(=O)c1ccc2c(c1)CCC(C2)C(O)=O,0.53943757,3.552336334,540.542,4.01722,-10,-10
[n+]1(C2CC[N+](C)(CC2)C)ccc(cc1)C(=O)Nc1ccccc1-n1c(=O)n2c(n1)CCCC2,0.491867463,3.391131086,448.571,2.3214,-10,-10
C1CN(c2cccc(-n3nc4CCCCn4c3=O)c2F)CCC1CCC(Nc1cc(C)c(cc1)O)=O,0.503376014,2.788060171,493.583,4.15872,-12.5,-12.6
C(Oc1c(CC[N+](C)(CCn2c(n3c(CCC3)n2)=O)C2CCCCC2)cccc1)(C)CF,0.523571294,4.04228164,445.603,3.7498,-9.6,-10
[n+]1(C2CC[N+](C)(CC2)C)ccc(C(=O)Nc2cccc(c2)-n2c(nn(C)c2=O)C)cc1,0.515068817,3.339748266,422.533,1.83052,-10.3,-10.3
c1c(NC(c2c[n+](C)ccc2-n2c(n3CCc3n2)=O)=O)c[n+](cc1C1CC1)CC,0.65435821,3.510775616,392.463,0.8517,-9.2,-10
c1(cc(ccc1NC(=O)c1cc[n+](cc1)CC1CC[N+](C)(CC1)C)-n1c(nn(CC)c1=O)C)F,0.446441593,3.278570728,468.577,2.52762,-8.9,-10.8
n1c(nc(NC(c2ccc(cc2-c2n(c(n(CC(=O)N)n2)=O)C)C2CCN2C(=O)C)=O)c(c1)C#N)-c1c(cccc1)F,0.337378768,3.549206398,569.557,1.74748,-11.5,-7.8
C1[N+](CCC(C1)C[n+]1ccc(C(=O)NC[n+]2cccc(-n3nc(C)n(C)c3=O)c2)cc1)(C)C,0.432618951,3.864902088,452.583,0.32832,-10.6,-11.1
CN(c1c(cc(F)c(c1)-n1nc2n(c1=O)COCC2)C(Nc1ccc(cc1F)F)=O)CCC,0.610390295,3.065385694,461.444,3.08,-9.5,-10.1
[n+]1(CC2CCCC2)ccccc1C(=O)Nc1ccc2c(c1)CCCc1n-2c(n(C)n1)=O,0.662473839,3.093980627,418.521,2.7897,-11.4,-10.1
c1[n+](C)ccc(C[N+]2(CCCCC2)C)c1C(Nc1cccc(-n2c(n3c(n2)CCCC3)=O)c1)=O,0.467975495,3.306063196,462.598,2.5776,-10.7,-11
[n+]1(C)cc[n+](c[n+]1C)Cc1ccc(C(=O)Nc2n(c(n(n2)C2CC2)=O)CC2CC2)cc1,0.545691672,3.601001316,422.513,0.0268,-9.7,-11.7
[N+]1(Cc2cccc(c2)C(NC2CCC(c3nn(c(n3-c3ccccc3)=O)C)CC2)=O)(CC1)C,0.467573264,2.736626479,446.575,2.9874,-9.5,-11.3
C(C1=C(c2ccccc2)C(=O)N(CC1)c1c(C)ccc(c1)C(=O)Nc1cccc(c1)F)(=O)N(CC1CCCC1)C,0.387297018,2.688038326,539.651,6.22552,-9,-7
c1(NC(C2CCN(CC)CC2)=O)c(cc(F)cc1CCNC(C1CCN(C(=O)C2CCCCC2)CC1)=O)-c1ccccc1,0.39618164,2.64490925,590.784,5.6407,-10.7,-10.2
N1(C(c2c(-n3c(C)nn(c3=O)C)cccc2)=O)CCC(c2cccc(F)c2)(CC1)C(F)(F)F,0.55737063,2.894672491,462.447,3.75482,-8.5,-7
c1c(cccc1C[N+]1(CCOCC1)C)C(Nc1cccc(-n2c(=O)n3CCCCc3n2)c1)=O,0.608930179,2.881827584,448.547,2.5994,-11.1,-11.3
c12C[N+](CCCn1c(n(CCC1CCC(CC1)C(Nc1ccccc1-n1cnn(C)c1=O)=O)n2)=O)(C)C,0.509480176,3.367832549,509.635,1.7445,-9.8,-9.7
C1C(c2cccc(c2)C(=O)NCCc2nn(C3CC3)c(n2C)=O)CCN(C1)c1ccc(F)cc1,0.582980154,2.575663884,463.557,3.4123,-11.8,-10.5
c1cc(OC2CCN(CC2)C(=O)C2CCCCC2)ccc1-n1nc(n(C)c1=O)-c1cc2c(cc1)CCCC2,0.476942635,2.661886071,514.67,5.0669,-13.3,-11.1
[N+]1(C)(CCC(CC1)c1ccc(C(=O)Nn2c3CCCCCc3n(c2=O)C2CCC2)[n+](C)c1)C,0.439697484,3.75250705,453.631,2.8059,-11,-9.5
c1(C(=O)c2cc[n+](CC3CC[N+](C)(CC3)C)cc2)ccc(Cn2c(=O)n3c(CCCC3)n2)cc1,0.321875901,3.235610292,461.61,2.4343,-11.2,-12.7
C[N+]1(C)CCC(c2cc(ccc2)C(=O)Nc2nn(c(=O)n2C2CC2)CCC2CCCC2)CC1,0.641402187,3.108786054,452.623,4.1661,-10.6,-10.9
c1(C[n+]2cccc(c2)C2CC[N+](CC2)(C)C)cccc(c1)-n1nc2CCCCn2c1=O,0.482082449,3.320296011,419.573,2.6599,-10.7,-11.3
S(c1n(c(=O)n(NC(C2CCCCC2)=O)n1)-c1ccccc1)CCN1CC[N+](C)(C1)C,0.522198947,3.281851672,445.613,2.126,-9.6,-11.2
[n+]1(ccccc1CC1CC[N+](C)(CC1)C)Cc1ccc(-n2nc3CCCn3c2=O)cc1,0.470708553,3.35599755,419.573,2.3449,-10,-12.6
c1(c[n+](CCc2ccccc2)ccc1)C(=O)N1CCCCC1C(c1nn(c(=O)n1C)C)=O,0.43528676,3.373678338,434.52,1.5266,-9,-11.4
